rank	word	freq	n_utts	n_speakers	len_chars	cleaned_form	has_non_devanagari	non_devanagari_chars
15950	हुलमा	4	4	4	5	हुलमा	no	
15951	हेड	4	4	4	3	हेड	no	
15952	हेयर	4	4	4	4	हेयर	no	
15953	हेरिदिनुहोला	4	4	4	12	हेरिदिनुहोला	no	
15954	हेर्छ	4	4	4	5	हेर्छ	no	
15955	हेर्छु	4	4	4	6	हेर्छु	no	
15956	हेर्नेले	4	4	4	8	हेर्नेले	no	
15957	हैदराबाद	4	4	4	8	हैदराबाद	no	
15958	हैसियतको	4	4	4	8	हैसियतको	no	
15959	हैहय	4	4	4	4	हैहय	no	
15960	होक्काइडो	4	4	4	9	होक्काइडो	no	
15961	होटलमा	4	4	4	6	होटलमा	no	
15962	होटेल	4	4	4	5	होटेल	no	
15963	होडा	4	4	4	4	होडा	no	
15964	होमिएका	4	4	4	7	होमिएका	no	
15965	होली	4	4	4	4	होली	no	
15966	हौज	4	4	4	3	हौज	no	
15967	ह्याम्बर्गमा	4	4	4	12	ह्याम्बर्गमा	no	
15968	ॠणको	4	4	4	4	ॠणको	no	
15969	ॠतुमा	4	4	4	5	ॠतुमा	no	
15970	०२	4	4	4	2	०२	no	
15971	०३	4	4	4	2	०३	no	
15972	०४६	4	4	4	3	०४६	no	
15973	०४७	4	4	4	3	०४७	no	
15974	०५२	4	4	4	3	०५२	no	
15975	०५३	4	4	4	3	०५३	no	
15976	०५८	4	4	4	3	०५८	no	
15977	०५९	4	4	4	3	०५९	no	
15978	१००२	4	4	4	4	१००२	no	
15979	१००५	4	4	4	4	१००५	no	
15980	१००८	4	4	4	4	१००८	no	
15981	१००९	4	4	4	4	१००९	no	
15982	१०२०	4	4	4	4	१०२०	no	
15983	१२२	4	4	4	3	१२२	no	
15984	१३४	4	4	4	3	१३४	no	
15985	१४८	4	4	4	3	१४८	no	
15986	१७४	4	4	4	3	१७४	no	
15987	१७५	4	4	4	3	१७५	no	
15988	१७९९	4	4	4	4	१७९९	no	
15989	१८०२	4	4	4	4	१८०२	no	
15990	१८०३	4	4	4	4	१८०३	no	
15991	१८१४	4	4	4	4	१८१४	no	
15992	१८२०	4	4	4	4	१८२०	no	
15993	१८२३	4	4	4	4	१८२३	no	
15994	१८३	4	4	4	3	१८३	no	
15995	१८६०	4	4	4	4	१८६०	no	
15996	१८६९	4	4	4	4	१८६९	no	
15997	१८७१	4	4	4	4	१८७१	no	
15998	१८८१	4	4	4	4	१८८१	no	
15999	१८८७	4	4	4	4	१८८७	no	
16000	१९१०	4	4	4	4	१९१०	no	
16001	१९११	4	4	3	4	१९११	no	
16002	१९२	4	4	4	3	१९२	no	
16003	१९२६	4	4	4	4	१९२६	no	
16004	१९३	4	4	4	3	१९३	no	
16005	१९४१	4	4	4	4	१९४१	no	
16006	१९८६मा	4	4	4	6	१९८६मा	no	
16007	१९९०को	4	4	4	6	१९९०को	no	
16008	१९९३मा	4	4	4	6	१९९३मा	no	
16009	२०००मा	4	4	4	6	२०००मा	no	
16010	२०१२मा	4	4	4	6	२०१२मा	no	
16011	२०६९को	4	4	4	6	२०६९को	no	
16012	२२६	4	4	4	3	२२६	no	
16013	२५००	4	4	4	4	२५००	no	
16014	२८१	4	4	4	3	२८१	no	
16015	३मा	4	4	4	3	३मा	no	
16016	३०६	4	4	4	3	३०६	no	
16017	३२८	4	4	4	3	३२८	no	
16018	३३२	4	4	4	3	३३२	no	
16019	३३३	4	4	4	3	३३३	no	
16020	३६९	4	4	4	3	३६९	no	
16021	३८०	4	4	4	3	३८०	no	
16022	४०००	4	4	4	4	४०००	no	
16023	५९	4	4	4	2	५९	no	
16024	५९५	4	4	4	3	५९५	no	
16025	६१४	4	4	4	3	६१४	no	
16026	६४३	4	4	4	3	६४३	no	
16027	६५०	4	4	4	3	६५०	no	
16028	७२९	4	4	4	3	७२९	no	
16029	७४	4	4	4	2	७४	no	
16030	७९४	4	4	4	3	७९४	no	
16031	८६९	4	4	4	3	८६९	no	
16032	८७२	4	4	4	3	८७२	no	
16033	८७५	4	4	4	3	८७५	no	
16034	८९	4	4	4	2	८९	no	
16035	८९०	4	4	4	3	८९०	no	
16036	८९४	4	4	4	3	८९४	no	
16037	८९५	4	4	4	3	८९५	no	
16038	८९६	4	4	4	3	८९६	no	
16039	८९८	4	4	4	3	८९८	no	
16040	९०७	4	4	4	3	९०७	no	
16041	९१०	4	4	4	3	९१०	no	
16042	९११	4	4	4	3	९११	no	
16043	९१४	4	4	4	3	९१४	no	
16044	९२	4	4	4	2	९२	no	
16045	९२५	4	4	4	3	९२५	no	
16046	९२८	4	4	4	3	९२८	no	
16047	९३२	4	4	4	3	९३२	no	
16048	९४४	4	4	4	3	९४४	no	
16049	९४६	4	4	4	3	९४६	no	
16050	९५५	4	4	4	3	९५५	no	
16051	‎जसलाई	4	4	4	6	जसलाई	yes	‎
16052	अँगालिएको	3	3	3	9	अँगालिएको	no	
16053	अंशुवर्माको	3	3	3	11	अंशुवर्माको	no	
16054	अकर्मक	3	3	3	6	अकर्मक	no	
16055	अकर्मको	3	3	3	7	अकर्मको	no	
16056	अकवर	3	3	3	4	अकवर	no	
16057	अकालमा	3	3	3	6	अकालमा	no	
16058	अकुशल	3	3	3	5	अकुशल	no	
16059	अक्टोबरसम्म	3	3	3	11	अक्टोबरसम्म	no	
16060	अक्बर	3	3	3	5	अक्बर	no	
16061	अक्याडेमिया	3	3	3	11	अक्याडेमिया	no	
16062	अक्स	3	3	3	4	अक्स	no	
16063	अक्सपोर्ड	3	3	3	9	अक्सपोर्ड	no	
16064	अगस्त्यको	3	3	3	9	अगस्त्यको	no	
16065	अगाडिबाटै	3	3	3	9	अगाडिबाटै	no	
16066	अगाडिसम्म	3	3	3	9	अगाडिसम्म	no	
16067	अगाध	3	3	3	4	अगाध	no	
16068	अगुवा	3	3	3	5	अगुवा	no	
16069	अगुवाको	3	3	3	7	अगुवाको	no	
16070	अगुवाहरू	3	3	3	8	अगुवाहरू	no	
16071	अग्निप्रसाद	3	3	3	11	अग्निप्रसाद	no	
16072	अग्निबाट	3	3	3	8	अग्निबाट	no	
16073	अग्निवेश	3	3	3	8	अग्निवेश	no	
16074	अग्रज	3	3	3	5	अग्रज	no	
16075	अग्रदूत	3	3	3	7	अग्रदूत	no	
16076	अग्रबाण	3	3	3	7	अग्रबाण	no	
16077	अग्रवनका	3	3	3	8	अग्रवनका	no	
16078	अङग्रेजी	3	3	3	8	अङग्रेजी	no	
16079	अङ्गका	3	3	3	6	अङ्गका	no	
16080	अङ्गमा	3	3	3	6	अङ्गमा	no	
16081	अङ्गहरूको	3	3	3	9	अङ्गहरूको	no	
16082	अङ्गालोमा	3	3	3	9	अङ्गालोमा	no	
16083	अङ्गुरमा	3	3	3	8	अङ्गुरमा	no	
16084	अङ्ग्रेजसँग	3	3	3	11	अङ्ग्रेजसँग	no	
16085	अङ्ग्रेजीकै	3	3	3	11	अङ्ग्रेजीकै	no	
16086	अङ्ग्रेजीबाट	3	3	3	12	अङ्ग्रेजीबाट	no	
16087	अचारको	3	3	3	6	अचारको	no	
16088	अछाममा	3	3	3	6	अछाममा	no	
16089	अजिङ्गर	3	3	3	7	अजिङ्गर	no	
16090	अजिज	3	3	3	4	अजिज	no	
16091	अजीवित	3	3	3	6	अजीवित	no	
16092	अज्ञानतालाई	3	3	3	11	अज्ञानतालाई	no	
16093	अञ्चललाई	3	3	3	8	अञ्चललाई	no	
16094	अञ्चलहरूमा	3	3	3	10	अञ्चलहरूमा	no	
16095	अटाउन	3	3	3	5	अटाउन	no	
16096	अटोमेटिक	3	3	3	8	अटोमेटिक	no	
16097	अट्छ	3	3	3	4	अट्छ	no	
16098	अडकलहरू	3	3	3	7	अडकलहरू	no	
16099	अडियो	3	3	3	5	अडियो	no	
16100	अड्काउ	3	3	3	6	अड्काउ	no	
16101	अड्डाबाट	3	3	3	8	अड्डाबाट	no	
16102	अण्डवृद्धि	3	3	3	10	अण्डवृद्धि	no	
16103	अतएव	3	3	3	4	अतएव	no	
16104	अतुल	3	3	2	4	अतुल	no	
16105	अत्तरपुर	3	3	3	8	अत्तरपुर	no	
16106	अत्तो	3	3	3	5	अत्तो	no	
16107	अत्याधुनिक	3	3	3	10	अत्याधुनिक	no	
16108	अत्युक्ति	3	3	3	9	अत्युक्ति	no	
16109	अत्युत्तम	3	3	3	9	अत्युत्तम	no	
16110	अदलाबदली	3	3	3	8	अदलाबदली	no	
16111	अदालतसँग	3	3	3	8	अदालतसँग	no	
16112	अदालतहरूको	3	3	3	10	अदालतहरूको	no	
16113	अदुवाको	3	3	3	7	अदुवाको	no	
16114	अधिकका	3	3	3	6	अधिकका	no	
16115	अधिकको	3	3	3	6	अधिकको	no	
16116	अधिकारपत्र	3	3	3	10	अधिकारपत्र	no	
16117	अधिकारसँगै	3	3	3	10	अधिकारसँगै	no	
16118	अधिकारहीन	3	3	3	9	अधिकारहीन	no	
16119	अधिकारीका	3	3	3	9	अधिकारीका	no	
16120	अधिकारीसँग	3	3	3	10	अधिकारीसँग	no	
16121	अधिकारीहरू	3	3	3	10	अधिकारीहरू	no	
16122	अधिकारीहरूले	3	3	3	12	अधिकारीहरूले	no	
16123	अधिदेवताका	3	3	3	10	अधिदेवताका	no	
16124	अधिरकारलाई	3	3	3	10	अधिरकारलाई	no	
16125	अधिराज्यकै	3	3	3	10	अधिराज्यकै	no	
16126	अधिवेशनले	3	3	3	9	अधिवेशनले	no	
16127	अध्यक्षसमेत	3	3	3	11	अध्यक्षसमेत	no	
16128	अध्ययनबाट	3	3	3	9	अध्ययनबाट	no	
16129	अध्यात्मको	3	3	3	10	अध्यात्मको	no	
16130	अध्यादेश	3	3	3	8	अध्यादेश	no	
16131	अध्यायहरूको	3	3	3	11	अध्यायहरूको	no	
16132	अध्यायहरूमा	3	3	3	11	अध्यायहरूमा	no	
16133	अनजान	3	3	3	5	अनजान	no	
16134	अनजानमा	3	3	3	7	अनजानमा	no	
16135	अनधिकृत	3	3	3	7	अनधिकृत	no	
16136	अनन्तराम	3	3	3	8	अनन्तराम	no	
16137	अनलाइनमार्फत	3	3	3	12	अनलाइनमार्फत	no	
16138	अनलाइनलाई	3	3	3	9	अनलाइनलाई	no	
16139	अनसनको	3	3	3	6	अनसनको	no	
16140	अनामनगर	3	3	3	7	अनामनगर	no	
16141	अनायासै	3	3	3	7	अनायासै	no	
16142	अनिकालसमेत	3	3	3	10	अनिकालसमेत	no	
16143	अनियन्त्रित	3	3	3	11	अनियन्त्रित	no	
16144	अनिष्टकार	3	3	3	9	अनिष्टकार	no	
16145	अनुकूलन	3	3	3	7	अनुकूलन	no	
16146	अनुदानमा	3	3	3	8	अनुदानमा	no	
16147	अनुपस्थितिले	3	3	3	12	अनुपस्थितिले	no	
16148	अनुभवि	3	3	3	6	अनुभवि	no	
16149	अनुभवी	3	3	3	6	अनुभवी	no	
16150	अनुमतिको	3	3	3	8	अनुमतिको	no	
16151	अनुमानमा	3	3	3	8	अनुमानमा	no	
16152	अनुरागी	3	3	3	7	अनुरागी	no	
16153	अनुराधाका	3	3	3	9	अनुराधाका	no	
16154	अनुरूपका	3	3	3	8	अनुरूपका	no	
16155	अनुवादको	3	3	3	8	अनुवादको	no	
16156	अनुवादित	3	3	3	8	अनुवादित	no	
16157	अनुसन्धानकर्ताहरू	3	3	3	17	अनुसन्धानकर्ताहरू	no	
16158	अनुसन्धानलाई	3	3	3	12	अनुसन्धानलाई	no	
16159	अनुसन्धानात्मक	3	3	3	14	अनुसन्धानात्मक	no	
16160	अनेकानेक	3	3	3	8	अनेकानेक	no	
16161	अनौँठो	3	3	3	6	अनौँठो	no	
16162	अन्जन	3	3	3	5	अन्जन	no	
16163	अन्टार्क्टिकामा	3	3	3	15	अन्टार्क्टिकामा	no	
16164	अन्तदेखि	3	3	3	8	अन्तदेखि	no	
16165	अन्तरा	3	3	3	6	अन्तरा	no	
16166	अन्तरिक्षीय	3	3	3	11	अन्तरिक्षीय	no	
16167	अन्तर्गतमा	3	3	3	10	अन्तर्गतमा	no	
16168	अन्तर्देशीय	3	3	3	11	अन्तर्देशीय	no	
16169	अन्तर्वार्तालाई	3	3	3	15	अन्तर्वार्तालाई	no	
16170	अन्तशुल्क	3	3	3	9	अन्तशुल्क	no	
16171	अन्तस्फोट	3	3	3	9	अन्तस्फोट	no	
16172	अन्त्यको	3	3	3	8	अन्त्यको	no	
16173	अन्त्येष्टिपछि	3	3	3	14	अन्त्येष्टिपछि	no	
16174	अन्त्येष्टिहरूको	3	3	3	16	अन्त्येष्टिहरूको	no	
16175	अन्दाज	3	3	3	6	अन्दाज	no	
16176	अन्धा	3	3	3	5	अन्धा	no	
16177	अन्धो	3	3	3	5	अन्धो	no	
16178	अन्नपूर्णले	3	3	3	11	अन्नपूर्णले	no	
16179	अन्नलाई	3	3	3	7	अन्नलाई	no	
16180	अन्नाले	3	3	3	7	अन्नाले	no	
16181	अन्यको	3	3	3	6	अन्यको	no	
16182	अन्याय	3	3	3	6	अन्याय	no	
16183	अन्यायको	3	3	3	8	अन्यायको	no	
16184	अपकृत्यात्मक	3	3	3	12	अपकृत्यात्मक	no	
16185	अपनाउनुभएको	3	3	3	11	अपनाउनुभएको	no	
16186	अपमान	3	3	3	5	अपमान	no	
16187	अपराधहरू	3	3	3	8	अपराधहरू	no	
