word	source	ipa	segments	n_segments	freq	n_utts	n_speakers
सुनिश्चितता	slr54	sunɪʃʃcɪtətaː	s u n ɪ ʃ ʃ c ɪ t ə t aː	12	4	4	4
सुनेनन्	slr54	suneːnən	s u n eː n ə n	7	4	4	4
सुन्नमा	slr54	sunnəmaː	s u n n ə m aː	7	4	4	4
सुन्यो	slr54	sunjoː	s u n j oː	5	4	4	4
सुप	slr54	sup	s u p	3	4	4	4
सुपले	slr54	supəleː	s u p ə l eː	6	4	4	4
सुपारीको	slr54	supaːɾɪːkoː	s u p aː ɾ ɪː k oː	8	4	4	4
सुमतिका	slr54	sumətɪkaː	s u m ə t ɪ k aː	8	4	4	4
सुमन	slr54	sumən	s u m ə n	5	4	4	4
सुरुवातको	slr54	suɾuwaːtəkoː	s u ɾ u w aː t ə k oː	10	4	4	4
सुरुवाती	slr54	suɾuwaːti	s u ɾ u w aː t i	8	4	4	4
सुविधाबाट	slr54	suwɪdʰaːbaːʈ	s u w ɪ dʰ aː b aː ʈ	9	4	4	4
सुविधाले	slr54	suwɪdʰaːleː	s u w ɪ dʰ aː l eː	8	4	4	4
सुवेदीद्वारा	slr54	suweːdɪːdːwaːɾaː	s u w eː d ɪː dː w aː ɾ aː	11	4	4	4
सुवेदीले	slr54	suweːdɪːleː	s u w eː d ɪː l eː	8	4	4	4
सुस्वास्थ्य	slr54	suswaːstʰjə	s u s w aː s tʰ j ə	9	4	4	4
सूचकाङ्कमा	slr54	suːcəkaːŋkəmaː	s uː c ə k aː ŋ k ə m aː	11	4	4	4
सूचनालाई	slr54	suːcənaːlaːi	s uː c ə n aː l aː i	9	4	4	4
सूत्रीय	slr54	suːtɾɪːjə	s uː t ɾ ɪː j ə	7	4	4	4
सूर्यकन्या	slr54	suːrrjəkənjaː	s uː r r j ə k ə n j aː	11	4	4	4
सूर्यप्रकाश	slr54	suːrrjəpɾəkaːʃ	s uː r r j ə p ɾ ə k aː ʃ	12	4	4	4
सूर्यास्त	slr54	suːrrjaːstə	s uː r r j aː s t ə	9	4	4	4
सूर्योदय	slr54	suːrrjoːdəjə	s uː r r j oː d ə j ə	10	4	4	4
सृजनाजी	slr54	sɾɪɟənaːɟi	s ɾ ɪ ɟ ə n aː ɟ i	9	4	4	4
सृष्टिका	slr54	sɾɪʂʈɪkaː	s ɾ ɪ ʂ ʈ ɪ k aː	8	4	4	4
सेकन्डमा	slr54	seːkʌnɖəmaː	s eː k ʌ n ɖ ə m aː	9	4	4	4
सेकेन्डदेखि	slr54	seːkeːnɖədeːkʰɪ	s eː k eː n ɖ ə d eː kʰ ɪ	11	4	4	4
सेटहरूमा	slr54	seːʈəhəɾuːmaː	s eː ʈ ə h ə ɾ uː m aː	10	4	4	4
सेनका	slr54	seːnəkaː	s eː n ə k aː	6	4	4	4
सेनानी	slr54	seːnaːni	s eː n aː n i	6	4	4	4
सेन्चुरी	slr54	seːncuɾiː	s eː n c u ɾ iː	7	4	4	4
सेप्टेम्बरदेखि	slr54	seːpʈeːmbəɾədeːkʰɪ	s eː p ʈ eː m b ə ɾ ə d eː kʰ ɪ	14	4	4	4
सेमिफाइनलमा	slr54	seːmɪpʰaːɪnələmaː	s eː m ɪ pʰ aː ɪ n ə l ə m aː	13	4	4	4
सेर	slr54	seːɾə	s eː ɾ ə	4	4	4	4
सेलाइन्छ	slr54	seːlaːɪncʰə	s eː l aː ɪ n cʰ ə	8	4	4	4
सेल्सियसदेखि	slr54	seːlsɪjəsədeːkʰɪ	s eː l s ɪ j ə s ə d eː kʰ ɪ	13	4	4	4
सेवालाई	slr54	seːwaːlaːiː	s eː w aː l aː iː	7	4	4	4
सोंठ	slr54	soːɳʈʰ	s oː ɳ ʈʰ	4	4	4	4
सोचलाई	slr54	soːcəlaːi	s oː c ə l aː i	7	4	4	4
सोचे	slr54	soːceː	s oː c eː	4	4	4	4
सोच्दै	slr54	soːcdɛː	s oː c d ɛː	5	4	4	4
सोच्ने	slr54	soːcneː	s oː c n eː	5	4	4	3
सोझी	slr54	soːɟʰi	s oː ɟʰ i	4	4	4	4
सोधिने	slr54	soːdʰɪneː	s oː dʰ ɪ n eː	6	4	4	4
सोधेको	slr54	soːdʰeːkoː	s oː dʰ eː k oː	6	4	4	4
सोध्नु	slr54	soːdʰnuʲu	s oː dʰ n u u	6	4	4	4
सोनी	slr54	soːni	s oː n i	4	4	4	4
सोव	slr54	soːwə	s oː w ə	4	4	4	4
सोहोन	slr54	soːhoːn	s oː h oː n	5	4	4	4
सौभाग्यसूचक	slr54	sɔːbʰaːɡjəsuːcəkə	s ɔː bʰ aː ɡ j ə s uː c ə k ə	13	4	4	4
सौर्यमण्डलबाहिर	slr54	sɔːrrjəməɳɖələbaːhɪɾə	s ɔː r r j ə m ə ɳ ɖ ə l ə b aː h ɪ ɾ ə	19	4	4	4
सौर्यमास	slr54	sɔːrrjəmaːs	s ɔː r r j ə m aː s	9	4	4	4
स्कटको	slr54	skʌʈəkoː	s k ʌ ʈ ə k oː	7	4	4	4
स्कुलहरूमा	slr54	skuləhəɾuːmaː	s k u l ə h ə ɾ uː m aː	11	4	4	4
स्कुलहरूलाई	slr54	skuləhəɾuːlaːi	s k u l ə h ə ɾ uː l aː i	12	4	4	4
स्कूल	slr54	skuːl	s k uː l	4	4	4	4
स्टक	slr54	sʈʌkə	s ʈ ʌ k ə	5	4	4	4
स्टब	slr54	sʈʌb	s ʈ ʌ b	4	4	4	4
स्टिभ	slr54	sʈɪbʰ	s ʈ ɪ bʰ	4	4	4	4
स्टिल	slr54	sʈɪl	s ʈ ɪ l	4	4	4	4
स्टुअर्ट	slr54	sʈuʌrrʈə	s ʈ u ʌ r r ʈ ə	8	4	4	4
स्टेसनहरूमा	slr54	sʈeːsənəhəɾuːmaː	s ʈ eː s ə n ə h ə ɾ uː m aː	13	4	4	4
स्टोर	slr54	sʈoːɾə	s ʈ oː ɾ ə	5	4	4	4
स्टोरिज	slr54	sʈoːɾɪɟ	s ʈ oː ɾ ɪ ɟ	6	4	4	4
स्तुतिबाट	slr54	stutɪbaːʈ	s t u t ɪ b aː ʈ	8	4	4	4
स्त्रीरोग	slr54	stɾɪːɾoːɡ	s t ɾ ɪː ɾ oː ɡ	7	4	4	4
स्थलान्तरित	slr54	stʰəlaːntəɾɪt	s tʰ ə l aː n t ə ɾ ɪ t	11	4	4	4
स्थानसम्म	slr54	stʰaːnəsʌmmə	s tʰ aː n ə s ʌ m m ə	10	4	4	4
स्थानहरूलाई	slr54	stʰaːnəhəɾuːlaːi	s tʰ aː n ə h ə ɾ uː l aː i	12	4	4	4
स्थानान्तरण	slr54	stʰaːnaːntəɾəɳ	s tʰ aː n aː n t ə ɾ ə ɳ	11	4	4	4
स्थापत्य	slr54	stʰaːpʌtːjə	s tʰ aː p ʌ tː j ə	8	4	4	4
स्थापनापूर्व	slr54	stʰaːpənaːpuːrrw	s tʰ aː p ə n aː p uː r r w	12	4	4	4
स्थापनालाई	slr54	stʰaːpənaːlaːi	s tʰ aː p ə n aː l aː i	10	4	4	4
स्थायीबासी	slr54	stʰaːjɪːbaːsi	s tʰ aː j ɪː b aː s i	9	4	4	4
स्पन्ज	slr54	spʌnɟə	s p ʌ n ɟ ə	6	4	4	4
स्पाइनल	slr54	spaːɪnəl	s p aː ɪ n ə l	7	4	4	4
स्पेनका	slr54	speːnəkaː	s p eː n ə k aː	7	4	4	4
स्पेनिस	slr54	speːnɪs	s p eː n ɪ s	6	4	4	4
स्मिथले	slr54	smɪtʰəleː	s m ɪ tʰ ə l eː	7	4	4	4
स्लिम	slr54	slɪmə	s l ɪ m ə	5	4	4	4
स्वनिर्मित	slr54	swnɪrrmɪt	s w n ɪ r r m ɪ t	9	4	4	4
स्वयम्का	slr54	swjʌmkaː	s w j ʌ m k aː	7	4	4	4
स्वरूपको	slr54	swɾuːpəkoː	s w ɾ uː p ə k oː	8	4	4	4
स्वर्गमा	slr54	swrrɡʌmaː	s w r r ɡ ʌ m aː	8	4	4	4
स्वस्ति	slr54	swstɪ	s w s t ɪ	5	4	4	4
स्वस्थकर	slr54	swstʰʌkəɾə	s w s tʰ ʌ k ə ɾ ə	9	4	4	4
स्वादले	slr54	swaːdəleː	s w aː d ə l eː	7	4	4	4
स्वानुभूतिको	slr54	swaːnubʰuːtɪkoː	s w aː n u bʰ uː t ɪ k oː	11	4	4	4
स्वार्थी	slr54	swaːrrtʰi	s w aː r r tʰ i	7	4	4	4
स्वास्थ्यकर्मीहरूको	slr54	swaːstʰjəkərrmɪːhəɾuːkoː	s w aː s tʰ j ə k ə r r m ɪː h ə ɾ uː k oː	19	4	4	4
स्वैरकल्पनाको	slr54	swɛːɾəkəlpənaːkoː	s w ɛː ɾ ə k ə l p ə n aː k oː	14	4	4	4
हकदार	slr54	həkədaːɾə	h ə k ə d aː ɾ ə	8	4	4	4
हजारको	slr54	həɟaːɾəkoː	h ə ɟ aː ɾ ə k oː	8	4	4	4
हजारलाई	slr54	həɟaːɾəlaːi	h ə ɟ aː ɾ ə l aː i	9	4	4	4
हजारवटा	slr54	həɟaːɾəwəʈaː	h ə ɟ aː ɾ ə w ə ʈ aː	10	4	4	4
हजारीप्रसाद	slr54	həɟaːɾɪːpɾəsaːd	h ə ɟ aː ɾ ɪː p ɾ ə s aː d	12	4	4	4
हजारेलाई	slr54	həɟaːɾeːlaːi	h ə ɟ aː ɾ eː l aː i	9	4	4	4
हटाइनेछ	slr54	həʈaːɪneːcʰə	h ə ʈ aː ɪ n eː cʰ ə	9	4	4	4
हटाइन्छ	slr54	həʈaːɪncʰə	h ə ʈ aː ɪ n cʰ ə	8	4	4	4
हटाइयो	slr54	həʈaːɪjoː	h ə ʈ aː ɪ j oː	7	4	4	4
हटाउनका	slr54	həʈaːʊnəkaː	h ə ʈ aː ʊ n ə k aː	9	4	4	4
हटेपछि	slr54	həʈeːpəcʰɪ	h ə ʈ eː p ə cʰ ɪ	8	4	4	4
हडप्पा	slr54	həɖʌppaː	h ə ɖ ʌ p p aː	7	4	4	4
हतियारका	slr54	hətɪjaːɾəkaː	h ə t ɪ j aː ɾ ə k aː	10	4	4	4
हत्याएका	slr54	hətːjaːeːkaː	h ə tː j aː eː k aː	8	4	4	4
हत्याका	slr54	hətːjaːkaː	h ə tː j aː k aː	7	4	4	4
हत्याकाण्डको	slr54	hətːjaːkaːɳɖəkoː	h ə tː j aː k aː ɳ ɖ ə k oː	12	4	4	4
हनुमानगढ	slr54	hənumaːnəɡəɖʰ	h ə n u m aː n ə ɡ ə ɖʰ	11	4	4	4
हप्तामा	slr54	həptaːmaː	h ə p t aː m aː	7	4	4	4
हप्तासम्म	slr54	həptaːsʌmmə	h ə p t aː s ʌ m m ə	10	4	4	4
हप्परको	slr54	hʌppəɾəkoː	h ʌ p p ə ɾ ə k oː	9	4	4	4
हफ्ताभित्र	slr54	həpʰtaːbʰɪtɾə	h ə pʰ t aː bʰ ɪ t ɾ ə	10	4	4	4
हमलाका	slr54	həməlaːkaː	h ə m ə l aː k aː	8	4	4	4
हमाल	slr54	həmaːl	h ə m aː l	5	4	4	4
हमालद्वारा	slr54	həmaːlədːwaːɾaː	h ə m aː l ə dː w aː ɾ aː	11	4	4	4
हम्मलको	slr54	hʌmmələkoː	h ʌ m m ə l ə k oː	9	4	4	4
हरदम	slr54	hʌɾədəmə	h ʌ ɾ ə d ə m ə	8	4	4	4
हराउनु	slr54	həɾaːʊnu	h ə ɾ aː ʊ n u	7	4	4	4
हराए	slr54	həɾaːeː	h ə ɾ aː eː	5	4	4	4
हराएका	slr54	həɾaːeːkaː	h ə ɾ aː eː k aː	7	4	4	4
हरायो	slr54	həɾaːjoː	h ə ɾ aː j oː	6	4	4	4
हरिनारायण	slr54	həɾɪnaːɾaːjəɳ	h ə ɾ ɪ n aː ɾ aː j ə ɳ	11	4	4	4
हरिमाने	slr54	həɾɪmaːneː	h ə ɾ ɪ m aː n eː	8	4	4	4
हरियाना	slr54	həɾɪjaːnaː	h ə ɾ ɪ j aː n aː	8	4	4	4
हरिवन	slr54	hʌɾɪwən	h ʌ ɾ ɪ w ə n	7	4	4	4
हरिहरसिंहदेवले	slr54	həɾɪhəɾəsɪŋhədeːwəleː	h ə ɾ ɪ h ə ɾ ə s ɪ ŋ h ə d eː w ə l eː	19	4	4	4
हलचल	slr54	hʌləcəl	h ʌ l ə c ə l	7	4	4	4
हलिउडदेखि	slr54	həlɪʲʊɖədeːkʰɪ	h ə l ɪ ʊ ɖ ə d eː kʰ ɪ	11	4	4	4
हवर्ड	slr54	həwʌrrɖə	h ə w ʌ r r ɖ ə	8	4	4	4
हस्तकला	slr54	hʌstəkəlaː	h ʌ s t ə k ə l aː	9	4	4	4
हस्तिहरू	slr54	hʌstɪhəɾuː	h ʌ s t ɪ h ə ɾ uː	9	4	4	4
हस्पिटल	slr54	hʌspɪʈəl	h ʌ s p ɪ ʈ ə l	8	4	4	4
हाँक्ने	slr54	hãkneː	h ã k n eː	5	4	4	4
हाँसिन्	slr54	hãsɪn	h ã s ɪ n	5	4	4	4
हाइड्रोजनको	slr54	haːɪɖɾoːɟənəkoː	h aː ɪ ɖ ɾ oː ɟ ə n ə k oː	12	4	4	4
हाइस्कुलको	slr54	haːɪskuləkoː	h aː ɪ s k u l ə k oː	10	4	4	4
हाई	slr54	haːi	h aː i	3	4	4	4
हाकिम	slr54	haːkɪmə	h aː k ɪ m ə	6	4	4	4
हाकिमले	slr54	haːkɪməleː	h aː k ɪ m ə l eː	8	4	4	4
हाटबजारमा	slr54	haːʈəbəɟaːɾəmaː	h aː ʈ ə b ə ɟ aː ɾ ə m aː	12	4	4	4
हातका	slr54	haːtəkaː	h aː t ə k aː	6	4	4	4
हातहरूमा	slr54	haːtəhəɾuːmaː	h aː t ə h ə ɾ uː m aː	10	4	4	4
हानियो	slr54	haːnɪjoː	h aː n ɪ j oː	6	4	4	4
हान्ने	slr54	haːnneː	h aː n n eː	5	4	4	4
हामीबाट	slr54	haːmɪːbaːʈ	h aː m ɪː b aː ʈ	7	4	4	4
हामीसँग	slr54	haːmɪːʃʌ̃ɡ	h aː m ɪː ʃ ʌ̃ ɡ	7	4	4	4
हार्डवेयर	slr54	haːrrɖəweːjəɾə	h aː r r ɖ ə w eː j ə ɾ ə	12	4	4	4
हार्वेस्टरको	slr54	haːrrweːsʈəɾəkoː	h aː r r w eː s ʈ ə ɾ ə k oː	13	4	4	4
हाल्दै	slr54	haːldɛː	h aː l d ɛː	5	4	4	4
हावाका	slr54	haːwaːkaː	h aː w aː k aː	6	4	4	4
हाहाहुहु	slr54	haːhaːhuhu	h aː h aː h u h u	8	4	4	4
हि	slr54	hɪ	h ɪ	2	4	4	4
हिँउ	slr54	hĩʊ	h ĩ ʊ	3	4	4	4
हिँड्छन्	slr54	hĩɖcʰən	h ĩ ɖ cʰ ə n	6	4	4	4
हिँड्नुपर्छ	slr54	hĩɖnupʌrrcʰə	h ĩ ɖ n u p ʌ r r cʰ ə	11	4	4	4
हिंसाबाट	slr54	hɪnsaːbaːʈ	h ɪ n s aː b aː ʈ	8	4	4	4
हिंसाले	slr54	hɪnsaːleː	h ɪ n s aː l eː	7	4	4	4
हिजरी	slr54	hɪɟəɾiː	h ɪ ɟ ə ɾ iː	6	4	4	4
हिजोको	slr54	hɪɟoːkoː	h ɪ ɟ oː k oː	6	4	4	4
हिटीलाई	slr54	hɪʈɪːlaːi	h ɪ ʈ ɪː l aː i	7	4	4	4
हिन्दुहरूको	slr54	hɪnduhəɾuːkoː	h ɪ n d u h ə ɾ uː k oː	11	4	4	4
हिन्दूहरू	slr54	hɪnduːhəɾuː	h ɪ n d uː h ə ɾ uː	9	4	4	4
हिमश्रृङ्खला	slr54	hɪməʃrɾɪŋkʰəlaː	h ɪ m ə ʃ r ɾ ɪ ŋ kʰ ə l aː	13	4	4	4
हिमालयका	slr54	hɪmaːləjəkaː	h ɪ m aː l ə j ə k aː	10	4	4	4
हिरादेवी	slr54	hɪɾaːdeːwiː	h ɪ ɾ aː d eː w iː	8	4	4	4
हिलियम	slr54	hɪlɪjəmə	h ɪ l ɪ j ə m ə	8	4	4	4
हिल्स	slr54	hɪlsə	h ɪ l s ə	5	4	4	4
हुडी	slr54	huɖi	h u ɖ i	4	4	2	2
हुनपुग्यो	slr54	hunəpuɡjoː	h u n ə p u ɡ j oː	9	4	4	4
हुनाको	slr54	hunaːkoː	h u n aː k oː	6	4	4	4
हुनुपरेको	slr54	hunupəɾeːkoː	h u n u p ə ɾ eː k oː	10	4	4	4
हुनुभएकी	slr54	hunubʰəeːki	h u n u bʰ ə eː k i	9	4	4	4
हुनुहुनेछ	slr54	hunuhuneːcʰə	h u n u h u n eː cʰ ə	10	4	4	4
हुनुहुन्न	slr54	hunuhunnə	h u n u h u n n ə	9	4	4	4
हुनेमा	slr54	huneːmaː	h u n eː m aː	6	4	4	4
हुनेहरूमा	slr54	huneːhəɾuːmaː	h u n eː h ə ɾ uː m aː	10	4	4	4
हुनैपर्ने	slr54	hunɛːpʌrrneː	h u n ɛː p ʌ r r n eː	10	4	4	4
हुलमा	slr54	huləmaː	h u l ə m aː	6	4	4	4
हेड	slr54	heːɖ	h eː ɖ	3	4	4	4
हेयर	slr54	heːjəɾə	h eː j ə ɾ ə	6	4	4	4
हेरिदिनुहोला	slr54	heːɾɪdɪnuhoːlaː	h eː ɾ ɪ d ɪ n u h oː l aː	12	4	4	4
हेर्छ	slr54	heːrrcʰə	h eː r r cʰ ə	6	4	4	4
हेर्छु	slr54	heːrrcʰu	h eː r r cʰ u	6	4	4	4
हेर्नेले	slr54	heːrrneːleː	h eː r r n eː l eː	8	4	4	4
हैदराबाद	slr54	hɛːdəɾaːbaːd	h ɛː d ə ɾ aː b aː d	9	4	4	4
हैसियतको	slr54	hɛːsɪjətəkoː	h ɛː s ɪ j ə t ə k oː	10	4	4	4
हैहय	slr54	hɛːhəjə	h ɛː h ə j ə	6	4	4	4
होक्काइडो	slr54	hoːkkaːɪɖoː	h oː k k aː ɪ ɖ oː	8	4	4	4
होटलमा	slr54	hoːʈələmaː	h oː ʈ ə l ə m aː	8	4	4	4
होटेल	slr54	hoːʈeːl	h oː ʈ eː l	5	4	4	4
होडा	slr54	hoːɖaː	h oː ɖ aː	4	4	4	4
होमिएका	slr54	hoːmɪʲeːkaː	h oː m ɪ eː k aː	7	4	4	4
होली	slr54	hoːli	h oː l i	4	4	4	4
हौज	slr54	hɔːɟ	h ɔː ɟ	3	4	4	4
ह्याम्बर्गमा	slr54	hjaːmbərrɡəmaː	h j aː m b ə r r ɡ ə m aː	12	4	4	4
ॠणको	slr54	rɾɪːɳəkoː	r ɾ ɪː ɳ ə k oː	7	4	4	4
ॠतुमा	slr54	rɾɪːtumaː	r ɾ ɪː t u m aː	7	4	4	4
०२	slr54	ʃuːnnaː duːiː	ʃ uː n n aː d uː iː	8	4	4	4
०३	slr54	ʃuːnnaː tiːn	ʃ uː n n aː t iː n	8	4	4	4
०४६	slr54	ʃuːnnaː cʰhɪjaːlɪs	ʃ uː n n aː cʰ h ɪ j aː l ɪ s	13	4	4	4
०४७	slr54	ʃuːnnaː səɖctaːlɪs	ʃ uː n n aː s ə ɖ c t aː l ɪ s	14	4	4	4
०५२	slr54	ʃuːnnaː baːwʌnnnʌ	ʃ uː n n aː b aː w ʌ n n n ʌ	13	4	4	4
०५३	slr54	ʃuːnnaː tɾɪːpannʌ	ʃ uː n n aː t ɾ ɪː p a n n ʌ	13	4	4	4
०५८	slr54	ʃuːnnaː antʰːaːwənnnʌ	ʃ uː n n aː a n tʰː aː w ə n n n ʌ	15	4	4	4
०५९	slr54	ʃuːnnaː ʊnʌnsaːʈʰi	ʃ uː n n aː ʊ n ʌ n s aː ʈʰ i	13	4	4	4
१००२	slr54	eːk həzaːɾə duːiː	eː k h ə z aː ɾ ə d uː iː	11	4	4	4
१००५	slr54	eːk həzaːɾə paːnc	eː k h ə z aː ɾ ə p aː n c	12	4	4	4
१००८	slr54	eːk həzaːɾə aːʈʰ	eː k h ə z aː ɾ ə aː ʈʰ	10	4	4	4
१००९	slr54	eːk həzaːɾə nʌuː	eː k h ə z aː ɾ ə n ʌ uː	11	4	4	4
१०२०	slr54	eːk həzaːɾə biːs	eː k h ə z aː ɾ ə b iː s	11	4	4	4
१२२	slr54	eːksajə baːɪs	eː k s a j ə b aː ɪ s	10	4	4	4
१३४	slr54	eːksajə cɔ̃tɪːs	eː k s a j ə c ɔ̃ t ɪː s	11	4	4	4
१४८	slr54	eːksajə aʈʰcaːlɪs	eː k s a j ə a ʈʰ c aː l ɪ s	13	4	4	4
१७४	slr54	eːksajə cɔːhatːʌrɾ	eː k s a j ə c ɔː h a tː ʌ r ɾ	14	4	4	4
१७५	slr54	eːksajə pacʰatːʌrɾ	eː k s a j ə p a cʰ a tː ʌ r ɾ	14	4	4	4
१७९९	slr54	eːk həzaːɾə saːtsajə ʊːnnaːnshəjeː	eː k h ə z aː ɾ ə s aː t͡s a j ə ʊː n n aː n s h ə j eː	24	4	4	4
१८०२	slr54	eːk həzaːɾə aːʈʰsajə duːiː	eː k h ə z aː ɾ ə aː ʈʰ s a j ə d uː iː	17	4	4	4
१८०३	slr54	eːk həzaːɾə aːʈʰsajə tiːn	eː k h ə z aː ɾ ə aː ʈʰ s a j ə t iː n	17	4	4	4
१८१४	slr54	eːk həzaːɾə aːʈʰsajə cʰɔːdə	eː k h ə z aː ɾ ə aː ʈʰ s a j ə cʰ ɔː d ə	18	4	4	4
१८२०	slr54	eːk həzaːɾə aːʈʰsajə biːs	eː k h ə z aː ɾ ə aː ʈʰ s a j ə b iː s	17	4	4	4
१८२३	slr54	eːk həzaːɾə aːʈʰsajə teːɪs	eː k h ə z aː ɾ ə aː ʈʰ s a j ə t eː ɪ s	18	4	4	4
१८३	slr54	eːksajə tɾɪjaːsiː	eː k s a j ə t ɾ ɪ j aː s iː	13	4	4	4
१८६०	slr54	eːk həzaːɾə aːʈʰsajə saːʈʰi	eː k h ə z aː ɾ ə aː ʈʰ s a j ə s aː ʈʰ i	18	4	4	4
१८६९	slr54	eːk həzaːɾə aːʈʰsajə ʊːnansʌttaɾiː	eː k h ə z aː ɾ ə aː ʈʰ s a j ə ʊː n a n s ʌ t t a ɾ iː	25	4	4	4
१८७१	slr54	eːk həzaːɾə aːʈʰsajə eːkahatːʌrɾ	eː k h ə z aː ɾ ə aː ʈʰ s a j ə eː k a h a tː ʌ r ɾ	23	4	4	4
१८८१	slr54	eːk həzaːɾə aːʈʰsajə eːkaːsiː	eː k h ə z aː ɾ ə aː ʈʰ s a j ə eː k aː s iː	19	4	4	4
१८८७	slr54	eːk həzaːɾə aːʈʰsajə sʌːtaːsiː	eː k h ə z aː ɾ ə aː ʈʰ s a j ə s ʌː t aː s iː	20	4	4	4
१९१०	slr54	eːk həzaːɾə nʌuːsajə dʌs	eː k h ə z aː ɾ ə n ʌ uː s a j ə d ʌ s	18	4	4	4
१९११	slr54	eːk həzaːɾə nʌuːsajə eːɡʰaːɾʌ	eː k h ə z aː ɾ ə n ʌ uː s a j ə eː ɡʰ aː ɾ ʌ	20	4	4	3
१९२	slr54	eːksajə bajaːnəbbeː	eː k s a j ə b a j aː n ə b b eː	15	4	4	4
१९२६	slr54	eːk həzaːɾə nʌuːsajə cʰəbbiːs	eː k h ə z aː ɾ ə n ʌ uː s a j ə cʰ ə b b iː s	21	4	4	4
१९३	slr54	eːksajə tɾɪjaːnəbbeː	eː k s a j ə t ɾ ɪ j aː n ə b b eː	16	4	4	4
१९४१	slr54	eːk həzaːɾə nʌuːsajə eːkcaːlis	eː k h ə z aː ɾ ə n ʌ uː s a j ə eː k c aː l i s	22	4	4	4
१९८६मा	slr54	eːk həzaːɾə nʌuːsajə cʰəjaːsiː maː	eː k h ə z aː ɾ ə n ʌ uː s a j ə cʰ ə j aː s iː m aː	23	4	4	4
१९९०को	slr54	eːk həzaːɾə nʌuːsajə nəbbeː koː	eː k h ə z aː ɾ ə n ʌ uː s a j ə n ə b b eː k oː	22	4	4	4
१९९३मा	slr54	eːk həzaːɾə nʌuːsajə tɾɪjaːnəbbeː maː	eː k h ə z aː ɾ ə n ʌ uː s a j ə t ɾ ɪ j aː n ə b b eː m aː	27	4	4	4
२०००मा	slr54	duːiː həzaːɾə maː	d uː iː h ə z aː ɾ ə m aː	11	4	4	4
२०१२मा	slr54	duːiː həzaːɾə baːɾə maː	d uː iː h ə z aː ɾ ə b aː ɾ ə m aː	15	4	4	4
२०६९को	slr54	duːiː həzaːɾə ʊːnansʌttaɾiː koː	d uː iː h ə z aː ɾ ə ʊː n a n s ʌ t t a ɾ iː k oː	22	4	4	4
२२६	slr54	duːiːsajə cʰəbbiːs	d uː iː s a j ə cʰ ə b b iː s	13	4	4	4
२५००	slr54	duːiː həzaːɾə paːncsajə	d uː iː h ə z aː ɾ ə p aː n c s a j ə	17	4	4	4
२८१	slr54	duːiːsajə eːkaːsiː	d uː iː s a j ə eː k aː s iː	12	4	4	4
३मा	slr54	tiːn maː	t iː n m aː	5	4	4	4
३०६	slr54	tiːnsajə cʰə	t iː n s a j ə cʰ ə	9	4	4	4
३२८	slr54	tiːnsajə atʰːaːɪs	t iː n s a j ə a tʰː aː ɪ s	12	4	4	4
३३२	slr54	tiːnsajə batːɪs	t iː n s a j ə b a tː ɪ s	12	4	4	4
३३३	slr54	tiːnsajə teːttiːs	t iː n s a j ə t eː t t iː s	13	4	4	4
३६९	slr54	tiːnsajə ʊːnansʌttaɾiː	t iː n s a j ə ʊː n a n s ʌ t t a ɾ iː	18	4	4	4
३८०	slr54	tiːnsajə assiː	t iː n s a j ə a s s iː	11	4	4	4
४०००	slr54	caːrɾ həzaːɾə	c aː r ɾ h ə z aː ɾ ə	10	4	4	4
५९	slr54	ʊnʌnsaːʈʰi	ʊ n ʌ n s aː ʈʰ i	8	4	4	4
५९५	slr54	paːncsajə pəncaːnəbbeː	p aː n c s a j ə p ə n c aː n ə b b eː	18	4	4	4
६१४	slr54	cʰəsajə cʰɔːdə	cʰ ə s a j ə cʰ ɔː d ə	10	4	4	4
६४३	slr54	cʰəsajə tɾiːcaːliːs	cʰ ə s a j ə t ɾ iː c aː l iː s	14	4	4	4
६५०	slr54	cʰəsajə pəcaːs	cʰ ə s a j ə p ə c aː s	11	4	4	4
७२९	slr54	saːtsajə ʊːnʌntɪs	s aː t͡s a j ə ʊː n ʌ n t ɪ s	13	4	4	4
७४	slr54	cɔːhatːʌrɾ	c ɔː h a tː ʌ r ɾ	8	4	4	4
७९४	slr54	saːtsajə cɔːɾaːnəbbeː	s aː t͡s a j ə c ɔː ɾ aː n ə b b eː	15	4	4	4
८६९	slr54	aːʈʰsajə ʊːnansʌttaɾiː	aː ʈʰ s a j ə ʊː n a n s ʌ t t a ɾ iː	17	4	4	4
८७२	slr54	aːʈʰsajə bəhattʌrɾ	aː ʈʰ s a j ə b ə h a t t ʌ r ɾ	15	4	4	4
८७५	slr54	aːʈʰsajə pacʰatːʌrɾ	aː ʈʰ s a j ə p a cʰ a tː ʌ r ɾ	14	4	4	4
८९	slr54	uːnaːnabbeː	uː n aː n a b b eː	8	4	4	4
८९०	slr54	aːʈʰsajə nəbbeː	aː ʈʰ s a j ə n ə b b eː	11	4	4	4
८९४	slr54	aːʈʰsajə cɔːɾaːnəbbeː	aː ʈʰ s a j ə c ɔː ɾ aː n ə b b eː	15	4	4	4
८९५	slr54	aːʈʰsajə pəncaːnəbbeː	aː ʈʰ s a j ə p ə n c aː n ə b b eː	16	4	4	4
८९६	slr54	aːʈʰsajə cʰəjaːnəbbeː	aː ʈʰ s a j ə cʰ ə j aː n ə b b eː	15	4	4	4
