word	freq	n_utts	n_speakers
तथ्याङ्कलाई	8	8	8
तनाव	8	8	8
तपाईँहरूले	8	8	8
तरिकाको	8	8	8
तरूण	8	8	8
तर्जुमा	8	8	8
तागत	8	8	8
तान्त्रिकले	8	8	8
तापमान	8	8	8
तामाङको	8	8	8
तारापुञ्ज	8	8	8
तिनमा	8	8	8
तेह्रथुमको	8	8	8
त्यसबखत	8	8	8
त्यसबाहेक	8	8	8
त्यसैको	8	8	8
थपिएका	8	8	7
थामी	8	8	8
थुनिएको	8	8	8
दक्षिणपूर्वी	8	8	8
दण्डी	8	8	8
दमक	8	8	8
दमाहा	8	8	8
दयालु	8	8	8
दर्शनको	8	8	8
दर्शनमा	8	8	8
दलीय	8	8	8
दवाबमा	8	8	7
दाजुभाइ	8	8	8
दार्शनिक	8	8	8
दाहसंस्कार	8	8	8
दि	8	8	8
दिइरहेको	8	8	8
दिनअघि	8	8	8
दिनभर	8	8	8
दिशाको	8	8	8
दुधको	8	8	8
दुनियाँको	8	8	8
दुम्जा	8	8	8
दुर्ग	8	8	8
दृश्यहरूलाई	8	8	8
दृष्टिको	8	8	8
देउकी	8	8	8
देऊ	8	8	8
देखिए	8	8	8
देखिन्न	8	8	8
देवकोटाद्वारा	8	8	8
देशबाट	8	8	8
देशविदेशबाट	8	8	8
देशविदेशमा	8	8	8
दो	8	8	8
धनकुटामा	8	8	8
धनुषको	8	8	8
धरोहरको	8	8	8
धर्ना	8	8	8
धर्मावलम्बीहरूको	8	8	8
धेर	8	7	7
धोका	8	8	8
ध्वन्यात्मक	8	8	8
नक्साको	8	8	8
नजर	8	8	8
नजानी	8	8	8
नदिई	8	8	8
नदीनालाहरू	8	8	8
नदीसँग	8	8	8
नपाउने	8	8	8
नपाएको	8	8	8
नभएकोले	8	8	8
नमाजका	8	8	8
नयाँबजार	8	8	8
नरम	8	8	8
नरहेका	8	8	8
नर्थ	8	8	8
नवजात	8	8	8
नवीन	8	8	8
नागपञ्चमीका	8	8	8
नाति	8	8	8
नाफा	8	8	8
नाभिकमा	8	8	8
नास्तिक	8	5	5
निकालियो	8	8	8
निकाले	8	8	7
नितान्त	8	8	8
निभाएकी	8	8	8
नियमअनुसार	8	8	8
नियममा	8	8	8
निशान	8	8	7
निष्कर्षमा	8	8	8
निस्केर	8	8	8
नेताको	8	8	8
नेतृत्वको	8	8	8
नेहरू	8	8	8
नोक्सान	8	8	8
नौयडा	8	4	4
न्यायालयको	8	8	8
न्युयोर्क	8	8	8
न्यू	8	8	8
पकाउन	8	8	8
पटकथा	8	8	8
पटुकी	8	8	8
पठाउँछ	8	8	8
पत्रमा	8	8	8
पद्धतिमा	8	8	8
पनिरको	8	8	7
पनौतीका	8	8	8
पनौतीको	8	8	8
पप	8	8	8
पप्पी	8	8	8
परम्पराअनुसार	8	8	8
परम्परालाई	8	8	8
परिणामलाई	8	8	8
परिवारहरूमा	8	8	8
परीक्षणहरू	8	8	8
परीक्षामा	8	8	8
पर्च	8	8	8
पर्दै	8	8	8
पर्यटकहरू	8	8	8
पर्यटकहरूका	8	8	8
पर्यटकहरूले	8	8	8
पश्चिमको	8	8	8
पसिना	8	8	8
पहिलासम्म	8	8	8
पहिलोपल्ट	8	8	8
पाइएका	8	8	8
पाइन	8	8	8
पाकिस्तानका	8	8	8
पाक्न	8	8	8
पाखुरा	8	8	8
पाचन	8	8	8
पाठक	8	8	8
पाठ्यक्रम	8	8	8
पाण्डवहरूलाई	8	8	8
पानीभित्र	8	8	8
पारिएको	8	8	8
पाल्तु	8	8	8
पिठो	8	8	8
पिठोलाई	8	8	8
पिण्डलाई	8	8	8
पितालाई	8	8	8
पुगिन्	8	8	8
पुग्छन्	8	8	8
पुच्छर	8	8	8
पूजामा	8	8	8
पूर्वका	8	8	8
पूर्वजन्मको	8	8	7
पृष्ठहरूमा	8	8	8
पेत्रालाई	8	8	8
पेरिस	8	8	8
पेरिसको	8	8	8
पैसाको	8	8	8
पोखराबाट	8	8	8
पोख्त	8	8	8
पोपको	8	8	8
पोर्ट	8	8	8
पौड्ने	8	8	8
पौष्टिक	8	8	8
प्यागोडा	8	8	8
प्रकारबाट	8	8	8
प्रगतिको	8	8	8
प्रथाको	8	8	8
प्रभावका	8	8	8
प्रभावमा	8	8	8
प्रभावशाली	8	8	8
प्रयोगशाला	8	8	8
प्रयोजन	8	8	7
प्रवास	8	8	8
प्रशासनको	8	8	8
प्रशिक्षक	8	8	8
प्रसार	8	8	8
प्रेमको	8	8	8
प्रोफाइल	8	8	8
प्लेटमा	8	8	8
फर्केको	8	8	8
फलामे	8	8	8
फाइलको	8	8	8
फाउन्डेसन	8	8	8
फापर	8	8	8
फारम	8	8	7
फिस्टो	8	8	8
फुट	8	8	8
फुटकर	8	8	8
फुट्ने	8	8	8
फुले	8	8	8
फूलको	8	8	8
बजेट	8	8	8
बजेदेखि	8	8	8
बजेसम्म	8	8	8
बडा	8	8	8
बढे	8	8	8
बढ्दछ	8	8	7
बताइन्	8	8	8
बदला	8	8	8
बदलिन्छ	8	8	8
बदल्न	8	8	8
बदल्नु	8	8	8
बनाइदिएको	8	8	8
बनाइदिन्छ	8	8	8
बनौधिया	8	8	8
बन्दरगाह	8	8	8
बर्मा	8	8	8
बस्छु	8	8	8
बस्तीको	8	8	8
बहुमतका	8	8	8
बाँचेको	8	8	8
बाँध	8	8	8
बाँसका	8	8	8
बाजाहरू	8	8	8
बादल	8	8	8
बाध्यता	8	8	8
बाबुलाई	8	8	8
बालबालिकाको	8	8	8
बाल्यकालदेखि	8	8	8
बिग्रन	8	8	8
बिछोड	8	8	8
बिजुलीको	8	8	8
बिजुवार	8	8	8
बित्तिकै	8	8	8
बिन्ती	8	8	8
बीसौँ	8	8	8
बुँदे	8	8	8
बुझाउने	8	8	8
बुटवल	8	8	8
बुढी	8	8	8
बृहत्	8	8	8
बेडा	8	8	8
बेल	8	8	8
बेलुकी	8	8	8
बोक्ने	8	8	8
बोबी	8	8	8
बोल्ने	8	8	8
ब्राउन	8	8	8
ब्राह्मणलाई	8	8	8
भइसकेपछि	8	8	8
भग्नावशेष	8	8	8
भट्टराईद्वारा	8	8	8
भनेछन्	8	8	8
भन्नुभयो	8	8	8
भित्रको	8	8	8
भित्र्याउने	8	8	8
भिन्नभिन्न	8	8	8
भिन्नै	8	8	8
भुइँमा	8	8	8
भुजाहरू	8	8	8
भुजेल	8	8	8
भुमिका	8	8	8
भूगोलका	8	8	8
भेगका	8	8	8
भेटेका	8	8	7
भ्रमणका	8	8	8
मघा	8	8	8
मतदानमा	8	8	8
मतभेद	8	8	8
मद्रास	8	8	8
मधुमेह	8	8	8
मनुष्यहरूलाई	8	8	8
मनोवैज्ञानिक	8	8	8
मन्त्रीमण्डलमा	8	8	8
मर्छ	8	8	8
मर्यादा	8	8	8
मसँगै	8	8	8
मसला	8	8	8
मसिनो	8	8	8
महँगो	8	8	8
महलका	8	8	8
महादेशीय	8	8	8
महाबौद्ध	8	8	7
महामन्त्री	8	8	8
महामारीको	8	8	7
महिनाभित्र	8	8	8
महिलामा	8	8	8
माइला	8	8	8
माई	8	8	8
माछापुच्छ्रे	8	8	8
माछाहरू	8	8	8
मातापिताको	8	8	8
मातृकाप्रसाद	8	8	7
मातृभाषाको	8	8	8
माथिबाट	8	8	8
मानेको	8	8	8
मान्दछ	8	8	8
मान्नुपर्ने	8	8	8
मामलामा	8	8	8
मारेको	8	8	8
मार्फत्	8	8	8
मिठाई	8	8	8
मिनेटदेखि	8	8	8
मिलाई	8	8	8
मिलेका	8	8	8
मिसाई	8	8	8
मिस्र	8	8	8
मुख्यतया	8	8	8
मुरली	8	8	8
मुसलमानको	8	8	8
मुसलमानहरू	8	8	8
मुसिकोट	8	8	7
मूर्ख	8	8	8
मूलका	8	8	8
मूल्याङ्कन	8	8	7
मृग	8	8	8
मृत्युका	8	8	8
मेरै	8	8	8
मोड	8	8	8
मोडिन्छ	8	8	8
मोबाइलमा	8	8	8
मोरङको	8	8	8
मोरेर	8	8	8
म्यानमारमा	8	8	8
यलम्बर	8	8	8
यसैबाट	8	8	8
यादगार	8	8	8
यीबाट	8	8	8
युनिकोड	8	8	8
रङका	8	8	8
रङ्गभेद	8	8	7
रङ्गुन	8	8	8
रमाउनु	8	8	8
रहनुका	8	8	8
रहेँ	8	8	8
रहेनछ	8	8	8
राउन्डमा	8	8	8
राख्नुभएको	8	8	8
राख्नुहुन्छ	8	8	8
राजको	8	8	8
राजारानी	8	8	8
राजेशजी	8	8	8
राज्यपाल	8	8	8
रामजी	8	8	8
रावलले	8	8	8
राष्ट्रपतिले	8	8	8
रेखाको	8	8	8
रेफ्रीको	8	8	8
रोक्दछ	8	8	8
रोक्न	8	8	8
रोगका	8	8	8
रोगहरूमा	8	8	8
रोपे	8	8	7
रोमान्टिक	8	8	8
लगाइएका	8	8	8
लगाउँछ	8	8	8
लडाईँ	8	8	8
लडाईँँ	8	8	8
लडेका	8	8	8
लाइट	8	8	8
लाइनको	8	8	8
लाइब्रेरी	8	8	8
लालटिन	8	8	8
लिनक्समा	8	8	8
लिनुभएकी	8	8	8
लेखिनु	8	8	8
लेख्छन्	8	8	8
लेख्नुहोस्	8	8	8
लैजान	8	8	7
ल्याइन्छ	8	8	8
ल्याउँदै	8	8	8
वडाहरू	8	8	8
वत्स	8	8	8
वनस्पतिका	8	8	8
वर्गीकृत	8	8	8
वर्षमै	8	8	8
वर्षहरूको	8	8	8
वस्तुले	8	8	8
वायुमण्डल	8	8	8
वायुमण्डलको	8	8	8
वासु	8	8	8
विखण्डन	8	8	8
विचारले	8	8	8
विजया	8	8	8
विज्ञापन	8	8	8
विथ	8	8	8
विद्यार्थीको	8	8	8
विधिवत्	8	8	8
विधेयक	8	8	8
विना	8	8	8
विनोद	8	8	8
विभागले	8	8	8
विभेदको	8	8	8
विराट	8	8	8
विलाप	8	8	7
विवाहित	8	8	8
विशुद्ध	8	8	8
विशेषताहरू	8	8	8
विश्वकप	8	8	8
विश्वप्रसिद्ध	8	8	8
विश्वयुद्धमा	8	8	8
विषयक	8	8	8
विसर्जन	8	8	7
विस्तारमा	8	8	8
विस्फोटक	8	8	8
विहे	8	8	8
वृत्तचित्र	8	8	8
वृश्चिक	8	8	7
वेद	8	8	8
वेब	8	8	8
वेल्सको	8	8	8
वेस्ट	8	8	8
वेस्टर्न	8	8	8
वैध	8	8	7
वैधता	8	8	8
व्यक्तिमा	8	8	8
व्यक्तिहरूले	8	8	8
व्यङ्ग्य	8	8	8
व्यवसायमा	8	8	8
व्रतकथा	8	8	8
व्रतालु	8	8	8
शङ्करको	8	8	8
शताब्दीसम्म	8	8	8
शरद	8	8	8
शसस्त्र	8	8	8
शिक्षामा	8	8	8
शुभारम्भ	8	8	8
शेर्पालाई	8	8	8
श्रोतको	8	8	8
श्वास	8	8	8
संखुवासभा	8	8	8
संगीतकार	8	8	8
संरक्षक	8	8	8
संरक्षणमा	8	8	8
संरचनाको	8	8	8
संरचनाहरू	8	8	8
संविधानद्वारा	8	8	8
संसाधनहरूको	8	8	8
संसारकै	8	8	8
सक्कली	8	8	8
सक्थ्यो	8	8	8
सङ्केतहरू	8	8	8
सङ्ख्याका	8	8	8
सङ्गममा	8	8	8
सङ्ग्रहालयमा	8	8	8
सजिलैसँग	8	8	8
सतीदेवीको	8	8	8
सदर	8	8	8
सदाबहार	8	8	8
सन्यास	8	8	8
सफलतापूर्वक	8	8	8
समन्वय	8	8	8
समानान्तर	8	8	8
समानुपातिकतर्फ	8	8	8
समुदायबाट	8	8	8
समुह	8	8	8
समेटेका	8	8	8
सम्झेर	8	8	8
सम्प्रदाय	8	8	8
सम्मानमा	8	8	8
सराहनीय	8	8	8
सर्च	8	8	8
सर्ने	8	8	8
सर्पलाई	8	8	8
सर्भर	8	8	8
सर्वव्यापी	8	8	7
सलामी	8	8	8
साँघुरो	8	8	8
साँझ	8	8	8
सातौं	8	8	8
साथीहरूको	8	8	8
सान	8	8	8
साम्प्रदायिक	8	8	8
सायदै	8	8	8
सार्न	8	8	8
सार्नु	8	8	8
सालपछि	8	8	8
सावधानी	8	8	8
सिँचाइ	8	8	8
सिकाए	8	8	8
सिटमा	8	8	8
सिटी	8	8	8
सिडी	8	8	8
सिद्धान्तहरूलाई	8	8	8
सिन्धुलीगढी	8	8	7
सिमे	8	8	8
सिसअप	8	8	8
सीमावर्ती	8	8	8
सुटिङ	8	8	7
सुदर्शन	8	8	8
सुदुर	8	8	8
सुनेपछि	8	8	8
सुन्दरी	8	8	8
सुपुत्रका	8	8	8
सुमो	8	8	8
सुम्पिएको	8	8	8
सुरुका	8	8	8
सूत्रमा	8	8	8
से	8	8	8
सेकेन्ड	8	8	8
सेनाहरूका	8	8	7
सोच्नु	8	8	8
सोझै	8	8	8
सोधियो	8	8	8
स्काउटहरूलाई	8	8	8
स्नातकको	8	8	8
स्रोतका	8	8	8
स्वत	8	8	8
स्वदेश	8	8	8
स्वास्थ	8	8	8
स्वास्थ्यकर्मी	8	8	8
स्वास्थ्यलाई	8	8	8
हङकङ	8	8	8
हजारेका	8	8	8
हटाएर	8	8	8
हराएको	8	8	8
हरूमा	8	8	8
हालमा	8	8	8
हालसालै	8	8	8
हावाले	8	8	8
हास्यव्यङ्ग्य	8	8	8
हिँड्ने	8	8	8
हिंसाका	8	8	8
हिंसात्मक	8	8	7
हिंस्रक	8	8	8
हिउँदमा	8	8	8
हिङ	8	8	8
हिन्दीको	8	8	8
हिमशृङ्खला	8	8	8
हिमालयन	8	8	8
हिमालयमा	8	8	8
हीरा	8	8	8
हुनै	8	8	8
हुन्छु	8	8	8
हृदयरोग	8	8	8
हेरी	8	8	8
हेरौँ	8	8	8
ह्रास	8	8	8
०१	8	8	8
१०५	8	8	8
१०७	8	8	7
१३०	8	8	8
१६०	8	8	8
१८४३	8	8	8
१९२३	8	8	8
१९६७	8	8	8
२००१को	8	8	8
२०३३	8	8	8
६०००	8	8	8
७१	8	8	8
९५	8	8	8
अग्रसर	7	7	7
अङ्गहरूमा	7	7	7
अङ्ग्रेजहरूले	7	7	7
अचेतन	7	7	7
अझैसम्म	7	7	7
अटल	7	7	7
अदुवा	7	7	7
अधिकतर	7	7	7
अधिकारहरूमा	7	7	7
अधिकारीहरूलाई	7	7	7
अधिनमा	7	7	7
अधिपत्य	7	7	7
अध्यक्षतामा	7	7	7
अनुयायीहरू	7	7	7
अनुविभाग	7	7	7
अन्ततः	7	7	7
अन्तर्निहित	7	7	7
अन्धकार	7	7	7
अन्साज	7	7	7
अपकृत्यको	7	7	7
अपच	7	7	7
अपवित्र	7	7	6
अपिल	7	7	7
अप्रिलको	7	7	7
अफ्नो	7	7	7
अबेर	7	7	7
अभावको	7	7	7
अभिजित	7	7	7
अभिनेत्रीको	7	7	7
अभिप्रायले	7	7	7
अभिमन्युको	7	7	7
अमरेली	7	7	6
अमृत	7	7	7
अमेरिकालाई	7	7	7
अरनिको	7	7	7
अरावलीको	7	7	7
अर्जेन्टिना	7	7	7
अली	7	7	7
अवस्थिति	7	7	7
अशुद्ध	7	7	7
