word	ipa	status
गरगहना	ɡʌɾəɡəhənaː	ok
गरले	ɡʌɾəleː	ok
गराउँछन्	ɡəɾaːũcʰʌn	ok
गराउँछु	ɡəɾaːũcʰu	ok
गरिएकै	ɡəɾɪʲeːkɛː	ok
गरिदिएँ	ɡʌɾɪdɪʲẽ	ok
गरिदिनुभयो	ɡʌɾɪdɪnubʰəjoː	ok
गरिदेऊ	ɡəɾɪdeːʊ	ok
गरिबीको	ɡəɾɪbɪːkoː	ok
गरिमाको	ɡəɾɪmaːkoː	ok
गरिसकेँ	ɡʌɾɪsəkẽ	ok
गरिहाल्न	ɡəɾɪhaːlnə	ok
गरिहेको	ɡəɾɪheːkoː	ok
गरीबलाई	ɡəɾɪːbəlaːi	ok
गरेभन्दा	ɡəɾeːbʰʌndaː	ok
गरौँला	ɡəɾɔ̃laː	ok
गर्थेँ	ɡʌrrtʰẽ	ok
गर्द	ɡʌrrdə	ok
गर्दथिन्	ɡʌrrdətʰɪn	ok
गर्धन	ɡʌrrdʰən	ok
गर्नेमा	ɡərrneːmaː	ok
गर्नेले	ɡərrneːleː	ok
गर्नै	ɡʌrrnɛː	ok
गर्भाधान	ɡərrbʰaːdʰaːn	ok
गर्मसिद्धान्तदेखि	ɡərrməsɪdːdʰaːntədeːkʰɪ	ok
गर्लफ्रेन्डलाई	ɡərrləpʰɾeːnɖəlaːi	ok
गलगाँड	ɡələɡãɖ	ok
गला	ɡʌlaː	ok
गलाएर	ɡəlaːeːɾə	ok
गलेश्वरमा	ɡəleːʃwɾʌmaː	ok
गल्ति	ɡʌltɪ	ok
गल्तीहरू	ɡəltɪːhəɾuː	ok
गल्फ	ɡʌlpʰə	ok
गवित	ɡəwɪt	ok
गस्ती	ɡʌsti	ok
गहनरूपमा	ɡəhənəɾuːpəmaː	ok
गहनाले	ɡəhənaːleː	ok
गहुँमा	ɡəhũmaː	ok
गह्रमा	ɡʌhɾəmaː	ok
गाइने	ɡaːɪneː	ok
गाइरहेको	ɡaːɪɾəheːkoː	ok
गाईवस्तुका	ɡaːɪːwʌstukaː	ok
गाउँघरको	ɡaːũɡʰʌɾəkoː	ok
गाउँबस्ती	ɡaːũbʌsti	ok
गाउँलेहरू	ɡaːũleːhəɾuː	ok
गाउँसम्म	ɡaːũsʌmmə	ok
गाङ्गुली	ɡaːŋɡuliː	ok
गाडको	ɡaːɖəkoː	ok
गाडीमाथि	ɡaːɖɪːmaːtʰɪ	ok
गाडे	ɡaːɖeː	ok
गाथा	ɡaːtʰaː	ok
गाथाका	ɡaːtʰaːkaː	ok
गाथाहरू	ɡaːtʰaːhəɾuː	ok
गान्धीकी	ɡaːndʰɪːkiː	ok
गान्धीनगरलाई	ɡaːndʰɪːnəɡəɾəlaːiː	ok
गान्धीबाट	ɡaːndʰɪːbaːʈ	ok
गाभिएको	ɡaːbʰɪʲeːkoː	ok
गाभे	ɡaːbʰeː	ok
गायकहरू	ɡaːjəkəhəɾuː	ok
गायनका	ɡaːjənəkaː	ok
गायिकाका	ɡaːjɪkaːkaː	ok
गार्डन	ɡaːrrɖən	ok
गाविससम्म	ɡaːwɪsəsʌmmə	ok
गिक	ɡɪkə	ok
गिजा	ɡɪɟaː	ok
गितानगर	ɡɪtaːnəɡəɾə	ok
गिनी	ɡɪni	ok
गिन्तीमा	ɡɪntɪːmaː	ok
गिरावटले	ɡɪɾaːwəʈəleː	ok
गिरिको	ɡɪɾɪkoː	ok
गिरिजाप्रसाद	ɡɪɾɪɟaːpɾəsaːd	ok
गिरिजाबाबु	ɡɪɾɪɟaːbaːbu	ok
गिरिद्वारा	ɡɪɾɪdːwaːɾaː	ok
गिरीलाई	ɡɪɾɪːlaːi	ok
गिरेको	ɡɪɾeːkoː	ok
गिलनको	ɡɪlənəkoː	ok
गीतका	ɡɪːtəkaː	ok
गीतल	ɡɪːtəl	ok
गीतले	ɡɪːtəleː	ok
गीति	ɡɪːtɪ	ok
गुजरातका	ɡuɟəɾaːtəkaː	ok
गुजरातपछिको	ɡuɟəɾaːtəpəcʰɪkoː	ok
गुजराती	ɡuɟəɾaːti	ok
गुड	ɡuɖ	ok
गुडबाई	ɡuɖəbaːi	ok
गुणको	ɡuɳəkoː	ok
गुणसूत्रहरू	ɡuɳəsuːtɾəhəɾuː	ok
गुणसूत्रहरूलाई	ɡuɳəsuːtɾəhəɾuːlaːi	ok
गुणस्तरका	ɡuɳəstəɾəkaː	ok
गुणस्तरयुक्त	ɡuɳəstəɾəjuktə	ok
गुणात्मक	ɡuɳaːtməkə	ok
गुदई	ɡudəiː	ok
गुदी	ɡudi	ok
गुदीमा	ɡudɪːmaː	ok
गुफाबाट	ɡupʰaːbaːʈ	ok
गुमाउँछ	ɡumaːũcʰə	ok
गुमे	ɡumeː	ok
गुमेकोमध्ये	ɡumeːkoːmʌdʰjeː	ok
गुम्बदका	ɡumbədəkaː	ok
गुम्बदको	ɡumbədəkoː	ok
गुम्बाको	ɡumbaːkoː	ok
गुराँसले	ɡuɾãsʌleː	ok
गुरुकुल	ɡuɾukul	ok
गुरुकुलको	ɡuɾukuləkoː	ok
गुरुङसँग	ɡuɾuŋəʃʌ̃ɡ	ok
गुरुङसहित	ɡuɾuŋəsəhɪt	ok
गुरुहरू	ɡuɾuhəɾuː	ok
गुरूजीको	ɡuɾuːɟɪːkoː	ok
गुरूद्वार	ɡuɾuːdːwaːɾə	ok
गुलाफी	ɡulaːpʰi	ok
गुलिया	ɡulɪjaː	ok
गुहँ	ɡuhʌ̃	ok
गुह्यश्वरीको	ɡuhjəʃwɾɪːkoː	ok
गृष्मकालमा	ɡɾɪʂməkaːləmaː	ok
गृहकार्य	ɡɾɪhəkaːrrjə	ok
गृहसूत्रमा	ɡɾɪhəsuːtɾəmaː	ok
गेजिङ	ɡeːɟɪŋ	ok
गेझा	ɡeːɟʰaː	ok
गेमको	ɡeːməkoː	ok
गेय	ɡeːjə	ok
गेलु	ɡeːlu	ok
गेलुग	ɡeːluɡ	ok
गेसरको	ɡeːsəɾəkoː	ok
गैंडाकोत	ɡɛːɳɖaːkoːt	ok
गैमेजको	ɡɛːmeːɟəkoː	ok
गैरपृथ्वी	ɡɛːɾəpɾɪtʰwiː	ok
गैरहनु	ɡɛːɾəhənu	ok
गैरी	ɡɛːɾi	ok
गोकर्णजस्तो	ɡoːkərrɳəɟʌstoː	ok
गोकर्णस्थित	ɡoːkərrɳəstʰɪt	ok
गोखुङ्गा	ɡoːkʰuŋɡaː	ok
गोगने	ɡoːɡəneː	ok
गोटिहवा	ɡoːʈɪhəwaː	ok
गोठभित्र	ɡoːʈʰəbʰɪtɾə	ok
गोठाटार	ɡoːʈʰaːʈaːɾə	ok
गोठादी	ɡoːʈʰaːdi	ok
गोठाला	ɡoːʈʰaːlaː	ok
गोडाले	ɡoːɖaːleː	ok
गोपालप्रसाद	ɡoːpaːləpɾəsaːd	ok
गोपिकृष्ण	ɡoːpɪkɾɪʂɳə	ok
गोपीहरू	ɡoːpɪːhəɾuː	ok
गोबरै	ɡoːbəɾɛː	ok
गोब्रेसल्ला	ɡoːbɾeːsəlllaː	ok
गोमाको	ɡoːmaːkoː	ok
गोम्पाको	ɡoːmpaːkoː	ok
गोरको	ɡoːɾəkoː	ok
गोरखनाथलाई	ɡoːɾəkʰənaːtʰəlaːi	ok
गोरखपुरमा	ɡoːɾəkʰəpuɾəmaː	ok
गोरखाका	ɡoːɾəkʰaːkaː	ok
गोराहरूसँग	ɡoːɾaːhəɾuːʃʌ̃ɡ	ok
गोरुलाई	ɡoːɾulaːi	ok
गोरुसँग	ɡoːɾuʃʌ̃ɡ	ok
गोर्खालीहरूको	ɡoːrrkʰaːlɪːhəɾuːkoː	ok
गोर्टन	ɡoːrrʈən	ok
गोलधाप	ɡoːlədʰaːp	ok
गोलबैठकमा	ɡoːləbɛːʈʰəkəmaː	ok
गोलमेच	ɡoːləmeːc	ok
गोलाको	ɡoːlaːkoː	ok
गोल्फको	ɡoːlpʰəkoː	ok
गोविन्दप्रसाद	ɡoːwɪndəpɾəsaːd	ok
गोष्ठीमा	ɡoːʂʈʰɪːmaː	ok
गोसाइँकुण्ड	ɡoːsaːĩkuɳɖə	ok
गौंथली	ɡɔːntʰəliː	ok
गौडा	ɡɔːɖaː	ok
गौमुखी	ɡɔːmukʰiː	ok
ग्याँसमध्ये	ɡjãsʌmədʰjeː	ok
ग्यालिलियोको	ɡjaːlɪlɪjoːkoː	ok
ग्यालेक्सिबाट	ɡjaːleːksɪbaːʈ	ok
ग्रन्थको	ɡɾʌntʰəkoː	ok
ग्रन्थलाई	ɡɾəntʰəlaːi	ok
ग्रन्थिहरूद्वारा	ɡɾəntʰɪhəɾuːdːwaːɾaː	ok
ग्रहजस्तै	ɡɾəhəɟʌstɛː	ok
ग्रहमा	ɡɾʌhəmaː	ok
ग्रहयोग	ɡɾəhəjoːɡ	ok
ग्रहहरूलाई	ɡɾəhəhəɾuːlaːi	ok
ग्रान्ड	ɡɾaːnɖə	ok
ग्राबिल	ɡɾaːbɪl	ok
ग्राभेल	ɡɾaːbʰeːl	ok
ग्रामदेखि	ɡɾaːmədeːkʰɪ	ok
ग्राहक	ɡɾaːhəkə	ok
ग्रिक	ɡɾɪkə	ok
ग्रिसको	ɡɾɪsəkoː	ok
ग्लासको	ɡlaːsəkoː	ok
ग्लुकोज	ɡlukoːɟ	ok
ग्वालियर	ɡwaːlɪjəɾə	ok
घटक	ɡʰʌʈəkə	ok
घटनाबाट	ɡʰəʈənaːbaːʈ	ok
घटनाहरु	ɡʰəʈənaːhəɾu	ok
घटाउँदै	ɡʰəʈaːũdɛː	ok
घडीको	ɡʰəɖɪːkoː	ok
घण्टाको	ɡʰəɳʈaːkoː	ok
घनत्वको	ɡʰənətwkoː	ok
घनपोखरा	ɡʰənəpoːkʰəɾaː	ok
घनमूल	ɡʰənəmuːl	ok
घनाबस्ती	ɡʰənaːbʌsti	ok
घन्टे	ɡʰʌnʈeː	ok
घमासान	ɡʰəmaːsaːn	ok
घरकै	ɡʰʌɾəkɛː	ok
घरबाहिर	ɡʰəɾəbaːhɪɾə	ok
घरभित्र	ɡʰəɾəbʰɪtɾə	ok
घाँगर	ɡʰãɡʌɾə	ok
घाँटीबाट	ɡʰãʈɪːbaːʈ	ok
घाउहरूको	ɡʰaːʊhəɾuːkoː	ok
घाघरा	ɡʰaːɡʰəɾaː	ok
घिमराजद्वारा	ɡʰɪməɾaːɟədːwaːɾaː	ok
घिमिरेका	ɡʰɪmɪɾeːkaː	ok
घिमिरेलाई	ɡʰɪmɪɾeːlaːi	ok
घिर्नीमा	ɡʰɪrrnɪːmaː	ok
घुँडा	ɡʰũɖaː	ok
घुन	ɡʰun	ok
घुमन्ते	ɡʰumʌnteː	ok
घुमफिरमा	ɡʰuməpʰɪɾəmaː	ok
घुमाइदियो	ɡʰumaːɪdɪjoː	ok
घुमाएको	ɡʰumaːeːkoː	ok
घुमाएजस्तै	ɡʰumaːeːɟʌstɛː	ok
घुमाएर	ɡʰumaːeːɾə	ok
घूर्णदर्शी	ɡʰuːrrɳədərrʃi	ok
घेर्न	ɡʰeːrrnə	ok
घोडताप्रे	ɡʰoːɖətaːpɾeː	ok
घोडशालामा	ɡʰoːɖəʃaːlaːmaː	ok
घोडसवारी	ɡʰoːɖəsəwaːɾi	ok
घोडी	ɡʰoːɖi	ok
घ्यूमा	ɡʰjuːmaː	ok
चकचकी	cʌkəcəki	ok
चक्काको	cʌkkaːkoː	ok
चक्कु	cʌkku	ok
चक्रबाट	cəkɾəbaːʈ	ok
चक्राकृति	cəkɾaːkɾɪtɪ	ok
चङ्गा	cʌŋɡaː	ok
चङ्पारणको	cəŋpaːɾəɳəkoː	ok
चञ्चलद्वारा	cəɲcələdːwaːɾaː	ok
चटक्क	cəʈʌkkə	ok
चटक्कै	cəʈʌkkɛː	ok
चट्टको	cʌʈʈəkoː	ok
चढाउँदा	cəɖʰaːũdaː	ok
चढाएका	cəɖʰaːeːkaː	ok
चढाएमा	cəɖʰaːeːmaː	ok
चढावसँगै	cəɖʰaːwəʃʌ̃ɡɛː	ok
चढेका	cəɖʰeːkaː	ok
चढ्नको	cʌɖʰnəkoː	ok
चण्डी	cʌɳɖi	ok
चतुर्दशीको	cəturrdəʃɪːkoː	ok
चतुर्भुजको	cəturrbʰuɟəkoː	ok
चन्दननाथ	cəndənənaːtʰ	ok
चन्दा	cʌndaː	ok
चन्द्रका	cʌndɾəkaː	ok
चन्द्रको	cʌndɾəkoː	ok
चन्द्रकोट	cəndɾəkoːʈ	ok
चन्द्रगढी	cʌndɾəɡəɖʰi	ok
चन्द्रमाका	cəndɾəmaːkaː	ok
चन्द्रमालाई	cəndɾəmaːlaːi	ok
चन्द्रमासभित्र	cəndɾəmaːsəbʰɪtɾə	ok
चन्द्रशेखर	cəndɾəʃeːkʰəɾə	ok
चपाएर	cəpaːeːɾə	ok
चमर	cʌməɾə	ok
चमेना	cəmeːnaː	ok
चम्किन्छ	cəmkɪncʰə	ok
चम्चाले	cəmcaːleː	ok
चम्पारन	cəmpaːɾən	ok
चम्बयाली	cəmbəjaːli	ok
चम्बा	cʌmbaː	ok
चरणसम्म	cəɾəɳəsʌmmə	ok
चराचुरुङ्गीहरूले	cəɾaːcuɾuŋɡɪːhəɾuːleː	ok
चरित्रमा	cəɾɪtɾəmaː	ok
चरी	cʌɾi	ok
चरो	cʌɾoː	ok
चर्किदै	cʌrrkɪdɛː	ok
चर्कियो	cʌrrkɪjoː	ok
चर्को	cʌrrkoː	ok
चर्चाको	cərrcaːkoː	ok
चर्चिलको	cʌrrcɪləkoː	ok
चर्ने	cʌrrneː	ok
चर्या	cʌrrjaː	ok
चलाखी	cəlaːkʰi	ok
चलाखीको	cəlaːkʰɪːkoː	ok
चले	cʌleː	ok
चल्दथ्यो	cəldʌtʰjoː	ok
चहरूबरमा	cəhəɾuːbəɾəmaː	ok
चाँगुनारायणको	cãɡunaːɾaːjəɳəkoː	ok
चाँदिका	cãdɪkaː	ok
चाँदीसँग	cãdɪːʃʌ̃ɡ	ok
चाउचाउ	caːʊcaːʊ	ok
चाउरिन	caːʊɾɪn	ok
चाउरी	caːʊɾiː	ok
चाकु	caːku	ok
चाडपर्वको	caːɖəpərrwkoː	ok
चाडपर्वमा	caːɖəpərrwmaː	ok
चाडबाड	caːɖəbaːɖ	ok
चाप्लुसी	caːplusiː	ok
चारखोला	caːɾəkʰoːlaː	ok
चारो	caːɾoː	ok
चाहने	caːhəneː	ok
चाहिए	caːhɪʲeː	ok
चाहेमा	caːheːmaː	ok
चिउँडोको	cɪʲũɖoːkoː	ok
चिउरीको	cɪʲʊɾɪːkoː	ok
चिकित्साका	cɪkɪtsaːkaː	ok
चिकित्साद्वारा	cɪkɪtsaːdːwaːɾaː	ok
चिजहरूको	cɪɟəhəɾuːkoː	ok
चिडियाघर	cɪɖɪjaːɡʰəɾə	ok
चिताएको	cɪtaːeːkoː	ok
चितापोल	cɪtaːpoːl	ok
चितामाथि	cɪtaːmaːtʰɪ	ok
चित्ररथ	cɪtɾəɾətʰ	ok
चिनदेखि	cɪnədeːkʰɪ	ok
चिनाइएको	cɪnaːɪʲeːkoː	ok
चिनाए	cɪnaːeː	ok
चिनिनुहुन्छ	cɪnɪnuhuncʰə	ok
चिनियाँको	cɪnɪjãkoː	ok
चिनियो	cɪnɪjoː	ok
चिनीया	cɪnɪːjaː	ok
चिन्तनको	cɪntənəkoː	ok
चिन्नु	cɪnnuʲu	ok
चिपबाट	cɪpəbaːʈ	ok
चिप्स	cɪpsə	ok
चिम्नीबाट	cɪmnɪːbaːʈ	ok
चिसापानीको	cɪsaːpaːnɪːkoː	ok
चिसिएको	cɪsɪʲeːkoː	ok
चिसोबाट	cɪsoːbaːʈ	ok
चिसोले	cɪsoːleː	ok
चिस्ती	cɪsti	ok
चिस्यानको	cɪsjaːnəkoː	ok
चिहानको	cɪhaːnəkoː	ok
चिहानमा	cɪhaːnəmaː	ok
चिह्नहरू	cɪhnəhəɾuː	ok
चुट्की	cuʈki	ok
चुन	cun	ok
चुनढुङ्गा	cunəɖʰuŋɡaː	ok
चुनिएपछि	cunɪʲeːpəcʰɪ	ok
चुनिनुभएका	cunɪnubʰəeːkaː	ok
चुने	cuneː	ok
चुन्यो	cunjoː	ok
चुम्बकत्व	cumbəkʌtw	ok
चुम्बन	cumbən	ok
चुरेभावर	cuɾeːbʰaːwəɾə	ok
चुरोटको	cuɾoːʈəkoː	ok
चुलेसी	culeːsi	ok
चुल्ठोमा	culʈʰoːmaː	ok
चुल्हो	culhoː	ok
चुल्होमा	culhoːmaː	ok
चुस्दै	cusdɛː	ok
चेतनाका	ceːtənaːkaː	ok
चेनलाई	ceːnəlaːi	ok
चेपिएका	ceːpɪʲeːkaː	ok
चेपिएको	ceːpɪʲeːkoː	ok
चेर	ceːɾə	ok
चेल्सीका	ceːlsɪːkaː	ok
चेवलियर	ceːwəlɪjəɾə	ok
चैतमा	cɛːtəmaː	ok
चैतसम्मको	cɛːtəsʌmməkoː	ok
चोकको	coːkəkoː	ok
चोगे	coːɡeː	ok
चोटिलो	coːʈɪloː	ok
चोयु	coːju	ok
चौकमा	cɔːkəmaː	ok
चौघरा	cɔːɡʰəɾaː	ok
चौडाइको	cɔːɖaːɪkoː	ok
चौतारामा	cɔːtaːɾaːmaː	ok
चौतारो	cɔːtaːɾoː	ok
चौधमा	cɔːdʰəmaː	ok
चौधरीले	cɔːdʰəɾɪːleː	ok
चौपट	cɔːpəʈ	ok
चौबीस	cɔːbɪːs	ok
चौभान	cɔːbʰaːn	ok
चौर	cɔːɾə	ok
चौवन्नी	cɔːwʌnniː	ok
चौहा	cɔːhaː	ok
चौहाको	cɔːhaːkoː	ok
चौहान	cɔːhaːn	ok
च्याउका	cːjaːʊkaː	ok
च्याउबरेसा	cːjaːʊbəɾeːsaː	ok
च्याउहरूलाई	cːjaːʊhəɾuːlaːi	ok
च्याङ्ग्रा	cːjaːŋɡɾaː	ok
च्याट्टको	cːjaːʈʈəkoː	ok
च्यानामको	cːjaːnaːməkoː	ok
च्याप्टर	cːjaːpʈəɾə	ok
च्याब्रुङ	cːjaːbɾuŋ	ok
छँदैछन्	cʰʌ̃dɛːcʰən	ok
छटपटीका	cʰəʈəpəʈɪːkaː	ok
छटपटीहरूलाई	cʰəʈəpəʈɪːhəɾuːlaːi	ok
छट्पटाइरहनु	cʰəʈpəʈaːɪɾəhənu	ok
छठलाई	cʰəʈʰəlaːi	ok
छडजस्तो	cʰəɖəɟʌstoː	ok
छतिउन	cʰʌtɪʲʊn	ok
छत्रधारणि	cʰətɾədʰaːɾəɳɪ	ok
छनौटका	cʰənɔːʈəkaː	ok
छपरी	cʰʌpəɾiː	ok
छपाएको	cʰəpaːeːkoː	ok
छरिने	cʰʌɾɪneː	ok
छर्लङ्गै	cʰərrlʌŋɡɛː	ok
छविलाल	cʰəwɪlaːl	ok
छविहरूका	cʰəwɪhəɾuːkaː	ok
छाउने	cʰaːʊneː	ok
छाउराहरूलाई	cʰaːʊɾaːhəɾuːlaːi	ok
छाड्यो	cʰaːɖɖjoː	ok
छातापिपरा	cʰaːtaːpɪpəɾaː	ok
छात्रपरिषद्	cʰaːtɾəpəɾɪʂəd	ok
छानबिन	cʰaːnəbɪn	ok
छानामा	cʰaːnaːmaː	ok
छानामुनि	cʰaːnaːmunɪ	ok
छानेको	cʰaːneːkoː	ok
छान्दोग्योपनिषद्	cʰaːndoːɡjoːpənɪʂəd	ok
छान्न	cʰaːnnə	ok
छापाखानामा	cʰaːpaːkʰaːnaːmaː	ok
छापियो	cʰaːpɪjoː	ok
छापे	cʰaːpeː	ok
छाप्री	cʰaːpɾi	ok
छाप्रे	cʰaːpɾeː	ok
छाब्दी	cʰaːbdi	ok
छामघाट	cʰaːməɡʰaːʈ	ok
छायामा	cʰaːjaːmaː	ok
छितरवितर	cʰɪtəɾəwɪtəɾə	ok
छिनछिनमा	cʰɪnəcʰɪnəmaː	ok
छिनामखु	cʰɪnaːməkʰu	ok
छिप्पाएर	cʰɪppaːeːɾə	ok
छिप्रा	cʰɪpɾaː	ok
छिमी	cʰɪmi	ok
छिमेकमा	cʰɪmeːkəmaː	ok
छिमेकि	cʰɪmeːkɪ	ok
छिरिङ	cʰɪɾɪŋ	ok
छिरेपछि	cʰɪɾeːpəcʰɪ	ok
छिरेर	cʰɪɾeːɾə	ok
छिर्ने	cʰɪrrneː	ok
छुचुन्द्रो	cʰucundɾoː	ok
छुटेका	cʰuʈeːkaː	ok
छुटेजस्तो	cʰuʈeːɟʌstoː	ok
छुट्ट्याएको	cʰuʈʈʈjaːeːkoː	ok
छुट्ने	cʰuʈneː	ok
छुट्याइएको	cʰuʈʈjaːɪʲeːkoː	ok
छुन्छ	cʰuncʰə	ok
छुवाछुतको	cʰuwaːcʰutəkoː	ok
छुसाङ	cʰusaːŋ	ok
छेउछाउको	cʰeːʊcʰaːʊkoː	ok
छेउबाट	cʰeːʊbaːʈ	ok
छेक्ने	cʰeːkneː	ok
छेत्रमा	cʰeːtɾəmaː	ok
छेत्री	cʰeːtɾi	ok
छेत्रीद्वारा	cʰeːtɾɪːdːwaːɾaː	ok
छेदक	cʰeːdəkə	ok
छेदन	cʰeːdən	ok
छेनाको	cʰeːnaːkoː	ok
छेपाराका	cʰeːpaːɾaːkaː	ok
छैँठो	cʰɛ̃ʈʰoː	ok
छैठौँको	cʰɛːʈʰɔ̃koː	ok
छैनस्	cʰɛːnəs	ok
छैमले	cʰɛːməleː	ok
छोइङ	cʰoːɪŋ	ok
छोकडा	cʰoːkəɖaː	ok
छोटकरिमा	cʰoːʈəkəɾɪmaː	ok
छोटकरी	cʰoːʈəkəɾi	ok
छोटाछोटा	cʰoːʈaːcʰoːʈaː	ok
छोडिएका	cʰoːɖɪʲeːkaː	ok
छोडिजानेहरूलाई	cʰoːɖɪɟaːneːhəɾuːlaːi	ok
छोडिरहेको	cʰoːɖɪɾəheːkoː	ok
छोड्छन्	cʰoːɖcʰən	ok
छोड्दछौँ	cʰoːɖdəcʰɔ̃	ok
छोड्दैछु	cʰoːɖdɛːcʰu	ok
छोरीमध्ये	cʰoːɾɪːmʌdʰjeː	ok
छोरीमा	cʰoːɾɪːmaː	ok
छोरीसँग	cʰoːɾɪːʃʌ̃ɡ	ok
छोरीहरू	cʰoːɾɪːhəɾuː	ok
छोरोले	cʰoːɾoːleː	ok
छ्यापी	cʰjaːpi	ok
जंजीर	ɟəɲɟɪːɾə	ok
जक्सनमा	ɟʌksənəmaː	ok
जगदम्बाकुमारीको	ɟəɡədəmbaːkumaːɾɪːkoː	ok
जगदलपुर	ɟʌɡədələpuɾə	ok
जगदीशले	ɟəɡədɪːʃəleː	ok
जगदेव	ɟəɡədeːwə	ok
जगद्गुरु	ɟəɡʌdɡuɾu	ok
जगन्नाथले	ɟəɡʌnnaːtʰəleː	ok
जगमा	ɟʌɡəmaː	ok
जग्गाधनीलाई	ɟəɡɡaːdʰənɪːlaːi	ok
